experience_level,job_title,salary_in_usd,company_location,company_size
SE,Data Scientist,153300,US,M
MI,Data Scientist,200000,US,M
MI,Data Scientist,150000,US,M
SE,Data Analyst,161500,US,M
SE,Data Analyst,119500,US,M
SE,Data Analyst,175000,US,M
SE,Data Analyst,145000,US,M
SE,Data Scientist,175000,US,M
SE,Data Scientist,148750,US,M
SE,autre,105000,US,M
SE,autre,85000,US,M
SE,Research Scientist,215000,US,M
SE,Research Scientist,146300,US,M
EN,autre,214618,DE,L
MI,Data Engineer,72000,autre,M
MI,Data Engineer,60000,autre,M
SE,Machine Learning Engineer,153400,US,M
SE,Machine Learning Engineer,122700,US,M
MI,Data Engineer,260000,US,M
MI,Data Engineer,175000,US,M
SE,Data Scientist,186300,US,M
SE,Data Scientist,123900,US,M
MI,Research Scientist,340000,US,M
MI,Research Scientist,150000,US,M
SE,Machine Learning Engineer,153400,US,M
SE,Machine Learning Engineer,122700,US,M
MI,Data Engineer,250000,US,M
MI,Data Engineer,175000,US,M
MI,Data Scientist,64385,autre,M
SE,Data Analyst,185900,US,M
SE,Data Analyst,121700,US,M
SE,Data Analyst,153600,US,M
SE,Data Analyst,106800,US,M
SE,autre,50000,autre,M
EN,Data Analyst,100000,US,L
SE,Machine Learning Engineer,247500,US,M
SE,Machine Learning Engineer,172200,US,M
EX,Data Engineer,310000,US,M
EX,Data Engineer,239000,US,M
SE,Data Analyst,125000,US,M
SE,Data Analyst,110000,US,M
EN,Data Analyst,150000,US,M
EN,Data Analyst,100000,US,M
SE,Data Scientist,149076,US,M
SE,Data Scientist,82365,US,M
MI,Data Engineer,146000,US,M
MI,Data Engineer,75000,US,M
SE,Machine Learning Engineer,139500,US,M
SE,Machine Learning Engineer,109400,US,M
SE,Data Engineer,139500,US,M
SE,Data Engineer,109400,US,M
MI,Data Engineer,149600,US,M
MI,Data Engineer,102000,US,M
MI,Data Analyst,97218,GB,M
MI,Data Analyst,48609,GB,M
SE,Data Engineer,252000,US,M
SE,Data Engineer,129000,US,M
SE,Data Analyst,95000,US,M
SE,Data Analyst,85500,US,M
SE,Data Analyst,185900,US,M
SE,Data Analyst,121700,US,M
EN,Research Scientist,150000,US,M
EN,Research Scientist,100000,US,M
MI,Data Engineer,145000,US,M
MI,Data Engineer,125000,US,M
MI,Data Scientist,150000,US,M
MI,Data Scientist,97750,US,M
SE,Data Scientist,201000,US,M
SE,Data Scientist,122000,US,M
SE,Data Engineer,252000,US,M
SE,Data Engineer,129000,US,M
SE,Data Analyst,120000,US,M
SE,Data Analyst,75000,US,M
MI,Data Scientist,116990,US,M
MI,Data Scientist,82920,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
MI,autre,200000,US,S
MI,autre,125000,US,S
SE,Data Scientist,201000,US,M
SE,Data Scientist,122000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
SE,autre,155000,US,M
SE,autre,140000,US,M
MI,autre,205920,US,M
MI,autre,171600,US,M
SE,Data Engineer,121500,US,M
SE,Data Engineer,78000,US,M
MI,Data Engineer,154000,US,M
MI,Data Engineer,116000,US,M
SE,Data Scientist,190000,US,M
SE,Data Scientist,136000,US,M
MI,Data Analyst,78990,GB,M
MI,Data Analyst,43809,GB,M
SE,Data Analyst,180000,US,M
SE,Data Analyst,110000,US,M
SE,Data Scientist,275300,US,M
SE,Data Scientist,183000,US,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,140000,US,M
SE,Data Engineer,154000,US,M
SE,Data Engineer,116000,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,130000,US,M
MI,Data Engineer,200000,US,M
MI,Data Engineer,120000,US,M
SE,Data Scientist,175000,US,M
SE,Data Scientist,160000,US,M
MI,Data Engineer,127599,GB,M
MI,Data Engineer,103294,GB,M
SE,Data Engineer,153600,US,M
SE,Data Engineer,106800,US,M
EN,Data Analyst,85000,US,M
EN,Data Analyst,75000,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
SE,Analytics Engineer,150000,US,M
SE,Analytics Engineer,120000,US,M
SE,Machine Learning Engineer,163800,US,M
SE,Machine Learning Engineer,126000,US,M
SE,Data Analyst,145000,US,M
SE,Data Analyst,90000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
SE,Data Analyst,95000,US,M
SE,Data Analyst,85500,US,M
SE,Data Engineer,167500,US,M
SE,Data Engineer,106500,US,M
SE,Data Engineer,163800,US,M
SE,Data Engineer,126000,US,M
MI,autre,155000,US,M
MI,autre,140000,US,M
SE,Research Scientist,250000,US,M
SE,Research Scientist,200000,US,M
SE,Data Scientist,260000,US,M
SE,Data Scientist,186000,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,130000,US,M
SE,Research Scientist,200000,US,M
SE,Research Scientist,150000,US,M
SE,Data Scientist,48289,ES,M
SE,Data Scientist,38631,ES,M
SE,Data Scientist,150000,US,M
SE,Data Scientist,120000,US,M
EN,Data Analyst,30000,IN,M
MI,Research Scientist,185000,US,M
MI,Research Scientist,125000,US,M
EN,Data Analyst,34320,US,S
MI,autre,9289,autre,M
SE,autre,75116,autre,L
EX,Data Science Manager,106000,autre,L
SE,Data Analyst,175000,US,M
SE,Data Analyst,130000,US,M
SE,Data Analyst,122000,US,M
SE,Data Analyst,93800,US,M
SE,Data Science Manager,150000,autre,M
SE,Data Science Manager,90000,autre,M
SE,Data Analyst,165000,US,M
SE,Data Analyst,112000,US,M
EN,autre,220000,US,M
SE,autre,71897,DE,M
EN,autre,64385,DE,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
SE,Data Analyst,15806,IN,S
MI,Machine Learning Engineer,200000,US,M
MI,Machine Learning Engineer,175000,US,M
SE,Data Engineer,185900,US,M
SE,Data Engineer,129300,US,M
SE,Data Analyst,185900,US,M
SE,Data Analyst,121700,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
MI,Data Scientist,40000,autre,L
SE,autre,29453,autre,M
SE,Data Analyst,180180,US,M
SE,Data Analyst,106020,US,M
SE,Data Scientist,136000,US,M
SE,Data Scientist,104000,US,M
SE,Data Analyst,125000,US,M
SE,Data Analyst,110000,US,M
SE,Machine Learning Engineer,153400,US,M
SE,Machine Learning Engineer,122700,US,M
EX,Data Engineer,310000,US,M
EX,Data Engineer,239000,US,M
SE,Data Analyst,152380,US,M
SE,Data Analyst,121904,US,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Machine Learning Engineer,247500,US,M
SE,Machine Learning Engineer,172200,US,M
SE,Data Architect,168400,US,M
SE,Data Architect,105200,US,M
SE,Machine Learning Engineer,128280,US,M
SE,Machine Learning Engineer,106900,US,M
SE,autre,192000,US,L
MI,Data Engineer,140000,US,M
MI,Data Engineer,100000,US,M
SE,autre,107309,DE,S
SE,autre,85847,DE,S
SE,Machine Learning Engineer,275000,DE,M
SE,Machine Learning Engineer,174000,DE,M
SE,Data Engineer,139500,US,M
SE,Data Engineer,109400,US,M
SE,Machine Learning Engineer,139500,US,M
SE,Machine Learning Engineer,109400,US,M
SE,Data Analyst,170500,US,M
SE,Data Analyst,85000,US,M
SE,autre,72946,GB,M
SE,autre,54365,GB,M
EX,autre,160288,GB,M
EX,autre,127467,GB,M
SE,Data Engineer,80000,US,M
SE,Data Engineer,65000,US,M
SE,Data Engineer,124740,US,M
SE,Data Engineer,65488,US,M
SE,autre,72200,US,M
SE,autre,64980,US,M
SE,Data Engineer,153600,US,M
SE,Data Engineer,106800,US,M
SE,Data Analyst,179975,US,M
SE,Data Analyst,86466,US,M
SE,Data Engineer,120000,US,M
SE,Data Engineer,90000,US,M
MI,autre,51039,GB,M
MI,autre,42533,GB,M
SE,Data Scientist,149076,US,M
SE,Data Scientist,82365,US,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
SE,Data Science Manager,175000,US,M
SE,Data Science Manager,120000,US,M
SE,Data Analyst,230000,US,M
SE,Data Analyst,180000,US,M
SE,Data Analyst,153600,US,M
SE,Data Analyst,106800,US,M
SE,autre,140000,US,M
SE,autre,120000,US,M
SE,autre,205920,US,M
SE,autre,171600,US,M
SE,Data Analyst,165000,US,M
SE,Data Analyst,125000,US,M
SE,Data Engineer,265000,US,M
SE,Data Engineer,185000,US,M
MI,autre,130000,US,M
EN,Data Scientist,168000,US,M
MI,autre,38631,ES,L
SE,Data Analyst,95000,US,M
SE,Data Analyst,85500,US,M
SE,Data Scientist,147100,US,M
SE,Data Scientist,90700,US,M
SE,Data Engineer,167580,US,M
SE,Data Engineer,87980,US,M
SE,Data Engineer,202000,US,M
SE,Data Engineer,135000,US,M
SE,Data Engineer,163800,US,M
SE,Data Engineer,126000,US,M
SE,Machine Learning Engineer,163800,US,M
SE,Machine Learning Engineer,126000,US,M
SE,Data Engineer,104000,US,M
SE,Data Engineer,65000,US,M
SE,autre,230000,US,M
SE,autre,148000,US,M
SE,Machine Learning Engineer,269000,CA,M
SE,Machine Learning Engineer,158000,CA,M
SE,Analytics Engineer,197000,US,M
SE,Analytics Engineer,106000,US,M
MI,autre,150000,US,M
MI,autre,100000,US,M
SE,Data Engineer,290000,US,M
SE,Data Engineer,210000,US,M
SE,Data Engineer,192000,US,M
SE,Data Engineer,172800,US,M
SE,Data Scientist,300240,US,M
SE,Data Scientist,200160,US,M
SE,Data Scientist,300240,US,M
SE,Data Scientist,200160,US,M
SE,Analytics Engineer,175000,US,M
SE,Analytics Engineer,140000,US,M
SE,autre,169000,US,M
SE,autre,100000,US,M
SE,Data Scientist,370000,US,M
SE,Data Scientist,245000,US,M
MI,Data Engineer,115447,GB,L
SE,Data Analyst,110000,US,S
SE,Data Analyst,80000,US,S
EN,Data Analyst,55000,US,M
EN,Data Analyst,48000,US,M
SE,Data Analyst,95000,US,M
SE,Data Analyst,85000,US,M
SE,Data Engineer,137500,US,M
SE,Data Engineer,81500,US,M
SE,Machine Learning Engineer,323300,US,M
SE,Machine Learning Engineer,184700,US,M
MI,autre,30000,autre,S
SE,Machine Learning Engineer,186000,US,M
SE,Machine Learning Engineer,153088,US,M
MI,autre,190000,US,M
MI,autre,160000,US,M
SE,Machine Learning Engineer,200000,US,M
SE,Machine Learning Engineer,150000,US,M
MI,autre,190000,US,M
MI,autre,183310,US,M
SE,Machine Learning Engineer,240000,US,M
SE,Machine Learning Engineer,180000,US,M
SE,Machine Learning Engineer,200000,US,M
SE,Machine Learning Engineer,150000,US,M
SE,Data Science Manager,299500,US,M
SE,Data Science Manager,245100,US,M
SE,Data Engineer,144000,US,M
SE,Data Engineer,66000,US,M
MI,Machine Learning Engineer,148500,US,M
MI,Machine Learning Engineer,126277,US,M
SE,Data Architect,228000,US,M
SE,Data Architect,120000,US,M
SE,autre,180000,US,M
SE,autre,90000,US,M
SE,Data Scientist,126500,US,M
SE,Data Scientist,78000,US,M
SE,Data Engineer,180000,US,M
SE,Data Engineer,160000,US,M
SE,autre,272000,US,M
SE,autre,170000,US,M
MI,Data Analyst,80000,US,M
MI,Data Analyst,60000,US,M
SE,Data Engineer,259000,US,M
SE,Data Engineer,146000,US,M
SE,Data Engineer,200000,US,M
SE,Data Engineer,160000,US,M
EX,Data Engineer,310000,US,M
EX,Data Engineer,239000,US,M
SE,Data Analyst,142000,US,M
SE,Data Analyst,95000,US,M
SE,Data Scientist,155000,US,M
SE,Data Scientist,139500,US,M
MI,Data Engineer,140000,US,M
MI,Data Engineer,120000,US,M
SE,Data Engineer,259000,US,M
SE,Data Engineer,146000,US,M
MI,Data Analyst,109371,autre,M
MI,Data Analyst,72914,autre,M
EN,Data Analyst,17779,IN,L
EN,Data Scientist,19522,autre,L
SE,autre,247500,US,M
SE,autre,172200,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
SE,Data Engineer,139500,US,M
SE,Data Engineer,109400,US,M
MI,Data Engineer,125000,US,M
MI,Data Engineer,90000,US,M
SE,autre,107309,autre,M
SE,autre,75116,autre,M
SE,Data Scientist,185900,US,M
SE,Data Scientist,129300,US,M
SE,Machine Learning Engineer,139500,US,M
SE,Machine Learning Engineer,109400,US,M
SE,Data Analyst,120000,US,M
SE,Data Analyst,75000,US,M
SE,Data Analyst,169000,US,M
SE,Data Analyst,110600,US,M
SE,Machine Learning Engineer,288000,US,M
SE,Machine Learning Engineer,140000,US,M
SE,Machine Learning Engineer,288000,US,M
SE,Machine Learning Engineer,140000,US,M
MI,Data Engineer,120000,US,M
MI,Data Engineer,90000,US,M
MI,autre,72914,GB,M
MI,autre,60761,GB,M
SE,Data Scientist,215050,US,M
SE,Data Scientist,156400,US,M
SE,Data Architect,198000,US,M
SE,Data Architect,114000,US,M
EN,Data Analyst,75000,US,M
EN,Data Analyst,60000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
SE,Data Scientist,209300,US,M
SE,Data Scientist,182200,US,M
SE,autre,140000,US,M
SE,autre,120000,US,M
EN,Data Scientist,85000,US,M
MI,Machine Learning Engineer,48609,GB,M
EN,autre,120000,GB,M
EN,autre,60000,GB,M
SE,Machine Learning Engineer,147100,US,M
SE,Machine Learning Engineer,90700,US,M
SE,Data Engineer,230000,US,M
SE,Data Engineer,170000,US,M
SE,Data Analyst,227000,US,M
SE,Data Analyst,108000,US,M
SE,Data Engineer,180000,US,M
SE,Data Engineer,160000,US,M
SE,Data Architect,180000,US,M
SE,Data Architect,160000,US,M
SE,Data Engineer,180000,US,M
SE,Data Engineer,130000,US,M
SE,Data Analyst,55800,ES,M
SE,Data Analyst,51508,ES,M
EN,Data Analyst,60000,US,L
EN,Data Analyst,50000,US,L
SE,Data Engineer,226700,US,M
SE,Data Engineer,133300,US,M
SE,Data Engineer,252000,US,M
SE,Data Engineer,129000,US,M
SE,autre,151902,GB,L
EN,Data Scientist,9727,IN,L
SE,Data Analyst,80000,US,M
SE,Data Analyst,52500,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,162500,US,M
EN,Data Analyst,85000,US,M
EN,Data Analyst,75000,US,M
SE,Data Analyst,153600,US,M
SE,Data Analyst,106800,US,M
MI,Data Analyst,165000,US,M
MI,Data Analyst,124000,US,M
SE,Data Analyst,115934,US,M
SE,Data Analyst,81666,US,M
SE,Data Engineer,167580,US,M
SE,Data Engineer,87980,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,63000,US,M
SE,Research Scientist,253750,ES,M
SE,Research Scientist,169200,ES,M
SE,Research Scientist,253750,ES,M
SE,Research Scientist,169200,ES,M
MI,Data Scientist,170000,US,M
MI,Data Scientist,120000,US,M
SE,Data Engineer,124740,US,M
SE,Data Engineer,65488,US,M
SE,Data Engineer,213580,US,M
SE,Data Engineer,163625,US,M
EN,Data Engineer,12000,autre,L
SE,autre,375000,US,M
SE,Data Engineer,101943,autre,M
MI,autre,16414,IN,L
SE,Machine Learning Engineer,220000,US,M
SE,Machine Learning Engineer,170000,US,M
EX,Data Engineer,235000,US,M
EX,Data Engineer,210000,US,M
SE,Data Architect,180000,US,M
SE,Data Architect,115000,US,M
SE,Data Architect,200000,US,M
SE,Data Architect,115000,US,M
SE,Data Science Manager,231250,US,M
SE,Data Science Manager,138750,US,M
SE,Machine Learning Engineer,284310,US,M
SE,Machine Learning Engineer,153090,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,75000,US,M
MI,Data Analyst,125000,US,M
MI,Data Analyst,105000,US,M
MI,Data Analyst,109371,GB,M
MI,Data Analyst,85066,GB,M
EN,Data Analyst,55000,US,M
EN,Data Analyst,48000,US,M
EN,Data Analyst,100000,US,M
SE,autre,225900,US,M
SE,autre,156400,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,162500,US,M
SE,Machine Learning Engineer,318300,US,M
SE,Machine Learning Engineer,188800,US,M
SE,Data Analyst,385000,US,M
SE,Data Analyst,60000,US,M
MI,Data Analyst,110000,US,M
MI,Data Analyst,95000,US,M
SE,Data Scientist,145000,US,M
SE,Data Scientist,135000,US,M
SE,Data Analyst,180180,US,M
SE,Data Analyst,106020,US,M
SE,Data Analyst,93919,US,M
SE,Data Analyst,51962,US,M
SE,Data Engineer,241871,US,M
SE,Data Engineer,133832,US,M
SE,Data Scientist,170000,US,M
SE,Data Scientist,90000,US,M
EX,Data Engineer,210914,US,M
EX,Data Engineer,116704,US,M
SE,Data Analyst,192500,US,M
SE,Data Analyst,140000,US,M
SE,Data Scientist,149076,US,M
SE,Data Scientist,82365,US,M
MI,Machine Learning Engineer,36000,autre,S
SE,Data Scientist,175000,US,M
SE,Data Scientist,148750,US,M
SE,Research Scientist,370000,US,M
SE,Research Scientist,200000,US,M
SE,Data Scientist,235000,US,M
SE,Data Scientist,185000,US,M
MI,Machine Learning Engineer,121523,GB,M
MI,Machine Learning Engineer,97218,GB,M
SE,Data Scientist,216100,US,M
SE,Data Scientist,140800,US,M
MI,Machine Learning Engineer,145828,GB,M
MI,Machine Learning Engineer,121523,GB,M
SE,autre,53654,CA,L
EN,Data Scientist,110000,US,S
SE,Data Engineer,128000,US,M
SE,Data Engineer,81500,US,M
MI,Data Engineer,66837,GB,M
MI,Data Engineer,63192,GB,M
MI,Data Analyst,60761,GB,M
MI,Data Analyst,54685,GB,M
EX,Data Engineer,284000,US,M
EX,Data Engineer,236000,US,M
SE,Research Scientist,248100,CA,M
SE,Research Scientist,145900,CA,M
SE,autre,155850,US,M
SE,autre,102544,US,M
MI,Data Scientist,151410,US,M
MI,Data Scientist,115360,US,M
MI,Data Engineer,66531,ES,M
MI,Data Engineer,59020,ES,M
SE,autre,125686,CA,M
SE,autre,100000,autre,L
EN,Data Scientist,12767,IN,L
SE,Data Scientist,250000,US,M
SE,Data Scientist,162500,US,M
SE,Data Scientist,185000,GB,M
SE,Data Scientist,120250,GB,M
EN,Data Engineer,26827,DE,L
EN,Data Scientist,180000,US,M
MI,Research Scientist,85000,US,M
MI,Research Scientist,70000,US,M
SE,autre,135000,US,M
SE,autre,100000,US,M
EX,autre,155000,US,M
EX,autre,140000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
SE,Data Engineer,226700,US,M
SE,Data Engineer,133300,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
SE,Data Engineer,163800,US,M
SE,Data Engineer,126000,US,M
SE,Machine Learning Engineer,163800,US,M
SE,Machine Learning Engineer,126000,US,M
SE,autre,220000,US,M
SE,autre,150000,US,M
SE,Data Engineer,145000,US,M
SE,Data Engineer,115000,US,M
SE,autre,204500,US,M
SE,autre,138900,US,M
MI,Data Engineer,162500,US,M
MI,Data Engineer,130000,US,M
SE,Data Engineer,150000,US,M
SE,Data Engineer,107000,US,M
EX,Data Engineer,175000,US,M
EX,Data Engineer,110000,US,M
SE,Data Engineer,226700,US,M
SE,Data Engineer,133300,US,M
SE,Data Engineer,252000,US,M
SE,Data Engineer,129000,US,M
SE,Machine Learning Engineer,150000,US,M
SE,Machine Learning Engineer,125000,US,M
SE,Data Engineer,252000,US,M
SE,Data Engineer,129000,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
MI,Research Scientist,23000,IN,L
MI,Machine Learning Engineer,110000,US,L
SE,Data Engineer,265000,US,M
SE,Data Engineer,182750,US,M
MI,Data Analyst,130000,US,M
MI,Data Analyst,100000,US,M
SE,Data Analyst,153600,US,M
SE,Data Analyst,106800,US,M
SE,Data Engineer,137500,US,M
SE,Data Engineer,81500,US,M
EX,autre,314100,US,M
EX,autre,195800,US,M
SE,Applied Scientist,205000,US,M
SE,Applied Scientist,180000,US,M
SE,Data Scientist,165000,US,M
SE,Data Scientist,144000,US,M
EN,autre,160000,US,M
EN,autre,100000,US,M
EX,Data Engineer,200000,US,M
EX,Data Engineer,145000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,autre,199000,US,M
SE,autre,112000,US,M
SE,Data Scientist,105000,US,M
SE,Data Scientist,70000,US,M
EN,autre,130000,autre,S
SE,Data Analyst,180180,US,M
SE,Data Analyst,106020,US,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
SE,Data Scientist,183000,US,M
SE,Data Scientist,134000,US,M
SE,Machine Learning Engineer,220000,US,M
SE,Machine Learning Engineer,150000,US,M
SE,Applied Scientist,350000,US,L
SE,Applied Scientist,262500,US,L
SE,Data Analyst,122000,US,M
SE,Data Analyst,94000,US,M
SE,Machine Learning Engineer,276000,US,M
SE,Machine Learning Engineer,184000,US,M
EX,Data Engineer,310000,US,M
EX,Data Engineer,239000,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
MI,Machine Learning Engineer,180000,US,M
MI,Machine Learning Engineer,150000,US,M
SE,Data Scientist,228000,US,M
SE,Data Scientist,152000,US,M
SE,Data Scientist,209450,US,M
SE,Data Scientist,158677,US,M
SE,Data Analyst,175000,US,M
SE,Data Analyst,145000,US,M
SE,Data Engineer,240000,US,M
SE,Data Engineer,170000,US,M
MI,Data Analyst,103200,US,M
MI,Data Analyst,61200,US,M
MI,Data Scientist,155000,US,L
EN,autre,66970,autre,L
SE,Data Scientist,63312,autre,L
SE,Data Scientist,237000,US,M
SE,Data Scientist,145000,US,M
SE,Data Scientist,240000,US,M
SE,Data Scientist,139000,US,M
SE,Data Architect,174500,US,M
SE,Data Architect,113000,US,M
SE,Data Analyst,130000,US,M
SE,Data Analyst,87000,US,M
SE,Data Analyst,160000,US,M
SE,Data Analyst,108000,US,M
SE,Data Engineer,165000,US,M
SE,Data Engineer,107250,US,M
SE,Data Engineer,300000,US,M
SE,Data Engineer,119000,US,M
SE,Data Scientist,285800,US,M
SE,Data Scientist,154600,US,M
MI,autre,60795,IN,L
EN,Data Analyst,30000,US,S
MI,Data Science Manager,220000,US,M
MI,Data Science Manager,195000,US,M
SE,autre,168400,US,M
SE,autre,105200,US,M
MI,Data Analyst,206000,US,M
MI,Data Analyst,160000,US,M
SE,Analytics Engineer,200000,US,M
SE,Analytics Engineer,175000,US,M
SE,Analytics Engineer,231250,US,M
SE,Analytics Engineer,138750,US,M
SE,Data Engineer,153000,CA,M
SE,Data Engineer,94000,CA,M
SE,Data Engineer,240500,US,L
SE,Data Engineer,123700,US,L
SE,Data Engineer,160000,US,M
SE,Data Engineer,90000,US,M
EN,Data Scientist,124234,US,M
EN,Data Scientist,74540,US,M
MI,Data Analyst,109000,US,M
MI,Data Analyst,79000,US,M
SE,Machine Learning Engineer,84053,autre,L
MI,Machine Learning Engineer,50000,autre,S
SE,Data Scientist,275300,US,M
SE,Data Scientist,183500,US,M
SE,Data Scientist,275300,US,M
SE,Data Scientist,183500,US,M
SE,Data Analyst,160000,US,M
SE,Data Analyst,125600,US,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,120000,US,M
SE,Data Engineer,225000,US,M
SE,Data Engineer,140000,US,M
SE,Data Analyst,141290,US,M
SE,Data Analyst,74178,US,M
SE,Data Scientist,150000,US,M
SE,Data Scientist,120000,US,M
SE,Data Engineer,85000,US,M
SE,Data Engineer,75000,US,M
SE,Data Engineer,220000,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,205600,US,M
SE,Data Engineer,107500,US,M
MI,Data Engineer,120000,US,M
MI,Data Engineer,95000,US,M
SE,Data Engineer,185900,US,M
SE,Data Engineer,129300,US,M
SE,Data Engineer,160000,US,M
SE,Data Engineer,130000,US,M
EN,Data Scientist,12888,IN,S
MI,Data Engineer,250000,US,M
MI,Data Engineer,175000,US,M
SE,Data Scientist,136000,US,M
SE,Data Scientist,104000,US,M
MI,Data Analyst,80000,US,M
MI,Data Analyst,52500,US,M
SE,Data Scientist,110000,US,M
SE,Data Scientist,84000,US,M
SE,autre,125000,US,M
SE,autre,110000,US,M
MI,Data Analyst,90000,US,M
MI,Data Analyst,80000,US,M
SE,autre,200000,US,M
SE,autre,135000,US,M
EN,autre,48000,US,L
EN,autre,120000,autre,S
SE,Data Engineer,130000,US,M
SE,Data Engineer,75000,US,M
SE,Data Engineer,252000,US,M
SE,Data Engineer,129000,US,M
MI,Data Analyst,150000,US,M
MI,Data Analyst,100000,US,M
SE,Data Engineer,226700,US,M
SE,Data Engineer,133300,US,M
SE,Data Scientist,190000,US,M
SE,Data Scientist,165000,US,M
SE,Data Engineer,170000,US,M
SE,Data Engineer,150000,US,M
MI,Data Engineer,150000,US,M
MI,Data Engineer,130000,US,M
SE,Data Scientist,225000,US,M
SE,Data Scientist,156400,US,M
SE,autre,200000,US,S
MI,autre,80000,autre,S
EN,autre,12877,autre,L
EN,autre,6304,autre,S
MI,autre,17509,autre,M
SE,Data Scientist,257000,US,M
SE,Data Scientist,134000,US,M
SE,Data Scientist,77262,autre,M
SE,Data Scientist,38631,autre,M
SE,Data Engineer,205600,US,L
SE,Data Engineer,105700,US,L
SE,autre,140000,US,M
SE,autre,110000,US,M
SE,Data Science Manager,299500,US,M
SE,Data Science Manager,245100,US,M
SE,Research Scientist,210000,US,M
SE,Research Scientist,151800,US,M
MI,Data Scientist,53654,autre,L
SE,Data Analyst,51508,ES,M
SE,Data Analyst,40777,ES,M
SE,Data Analyst,51508,ES,M
SE,Data Analyst,40777,ES,M
EN,Data Engineer,160000,US,M
EN,Data Engineer,135000,US,M
MI,Data Engineer,120000,US,M
MI,Data Engineer,95000,US,M
SE,Data Engineer,250000,US,M
SE,Data Engineer,63000,US,M
SE,Data Scientist,237000,US,M
SE,Data Scientist,145000,US,M
SE,Data Scientist,130000,US,M
SE,Data Scientist,90000,US,M
MI,Data Analyst,120000,US,M
MI,Data Analyst,100000,US,M
SE,Data Architect,174500,US,M
SE,Data Architect,113000,US,M
MI,Data Scientist,183310,US,M
MI,Data Scientist,183310,US,M
SE,Data Analyst,145000,US,M
SE,Data Analyst,102500,US,M
SE,Data Scientist,210000,US,M
SE,Data Scientist,185000,US,M
SE,Data Architect,174500,US,M
SE,Data Architect,113000,US,M
SE,autre,122000,US,M
SE,autre,94000,US,M
SE,Data Scientist,220000,US,M
SE,Data Scientist,146000,US,M
SE,Data Engineer,300000,US,M
SE,Data Engineer,130000,US,M
MI,Data Scientist,24740,autre,L
MI,autre,15897,IN,M
SE,autre,145000,US,M
SE,autre,128000,US,M
SE,Data Scientist,182000,US,M
SE,Data Scientist,140000,US,M
SE,Data Engineer,122000,US,M
SE,Data Engineer,94000,US,M
SE,Machine Learning Engineer,77262,autre,M
SE,Machine Learning Engineer,38631,autre,M
EX,Data Scientist,300000,US,M
EX,Data Scientist,200000,US,M
MI,Data Analyst,135000,US,M
MI,Data Analyst,105500,US,M
SE,Data Engineer,252000,US,M
SE,Data Engineer,129000,US,M
MI,Data Scientist,110000,US,L
SE,Data Scientist,136000,US,M
SE,Data Scientist,104000,US,M
SE,Data Scientist,168000,US,M
SE,Data Scientist,130000,US,M
MI,Data Analyst,78990,GB,M
MI,Data Analyst,43809,GB,M
MI,Data Engineer,120000,US,M
MI,Data Engineer,95000,US,M
SE,Data Scientist,153400,US,M
SE,Data Scientist,122700,US,M
SE,Data Scientist,185000,US,M
SE,Data Scientist,160000,US,M
SE,Data Scientist,205000,US,M
SE,Data Scientist,185000,US,M
SE,Machine Learning Engineer,204500,US,M
SE,Machine Learning Engineer,142200,US,M
MI,Machine Learning Engineer,145000,US,M
MI,Machine Learning Engineer,87000,US,M
EN,Data Scientist,50000,US,M
SE,autre,234100,US,M
SE,autre,203500,US,M
SE,Data Scientist,223800,US,M
SE,Data Scientist,172100,US,M
SE,Data Scientist,180000,US,M
SE,Data Scientist,150000,US,M
SE,Data Engineer,232200,US,M
SE,Data Engineer,167200,US,M
SE,autre,197000,US,M
SE,autre,106000,US,M
SE,Research Scientist,180000,US,M
